disease_name,question,answer,source_url
HIV and AIDS,How can people get tested for HIV?,"Testing for HIV is the only way to know if a person has HIV or not. HIV can be diagnosed using rapid diagnostic tests that provide results within minutes. However, such results should only be considered as a full diagnosis following review and confirmation
    by a qualified health worker. Knowledge of one’s HIV-positive status has two important benefits: People who test positive can take steps to get treatment, care and support before symptoms appear, which can prolong life and prevent health complications for many years. People who are aware of their status can take precautions to prevent the transmission of HIV to others. WHO recommends that HIV tests be made available in all health facilities and through a range of community settings.  People can also use HIV self-test kits to test themselves. People using self-tests and have a positive result should always get this confirmed at a health centre.
Testing for HIV is the only way to know if a person has HIV or not. HIV can be diagnosed using rapid diagnostic tests that provide results within minutes. However, such results should only be considered as a full diagnosis following review and confirmation
    by a qualified health worker.
Knowledge of one’s HIV-positive status has two important benefits:
WHO recommends that HIV tests be made available in all health facilities and through a range of community settings.  People can also use HIV self-test kits to test themselves. People using self-tests and have a positive result should always get this confirmed at a health centre.",https://www.who.int/news-room/questions-and-answers/item/HIV-AIDS
HIV and AIDS,Who is at more risk of HIV?,"The main routes of HIV transmission include unsafe sex without condoms, receiving blood transfusions or other blood products contaminated with HIV, sharing of needles and syringes and other injecting equipment, being exposed to HIV through contaminated surgical and other skin piercing equipment and vertical transmission from mothers with HIV to their children. HIV is fully preventable; different interventions exist to stop transmission. However, many people are not accessing necessary information and skills to prevent HIV. In some cases, major legal and social barriers prevent people from accessing effective prevention services and measures. Some populations are at higher risk of HIV infection, including men who have sex with men ; people who inject drugs ; People in prisons and other closed settings ; sex workers and their clients ; and transgender people . These populations are referred to as ‘key populations’, who are often marginalized in communities and experience major barriers in accessing HIV prevention and treatment and other health services. In some settings, other populations may be particularly vulnerable to HIV infection, such as adolescent girls in southern Africa.
The main routes of HIV transmission include unsafe sex without condoms, receiving blood transfusions or other blood products contaminated with HIV, sharing of needles and syringes and other injecting equipment, being exposed to HIV through contaminated surgical and other skin piercing equipment and vertical transmission from mothers with HIV to their children. HIV is fully preventable; different interventions exist to stop transmission. However, many people are not accessing necessary information and skills to prevent HIV. In some cases, major legal and social barriers prevent people from accessing effective prevention services and measures. Some populations are at higher risk of HIV infection, including men who have sex with men ; people who inject drugs ; People in prisons and other closed settings ; sex workers and their clients ; and transgender people . These populations are referred to as ‘key populations’, who are often marginalized in communities and experience major barriers in accessing HIV prevention and treatment and other health services. In some settings, other populations may be particularly vulnerable to HIV infection, such as adolescent girls in southern Africa.
The main routes of HIV transmission include unsafe sex without condoms, receiving blood transfusions or other blood products contaminated with HIV, sharing of needles and syringes and other injecting equipment, being exposed to HIV through contaminated surgical and other skin piercing equipment and vertical transmission from mothers with HIV to their children. HIV is fully preventable; different interventions exist to stop transmission.",https://www.who.int/news-room/questions-and-answers/item/HIV-AIDS
HIV and AIDS,How can sexual transmission of HIV be prevented?,"Globally, HIV is mainly transmitted through unprotected vaginal and anal sex. Several methods can be used to prevent this from happening. It is recommended that a combination of effective prevention interventions be used, including: using male and/or female condoms consistently and correctly; for HIV-negative people, taking pre-exposure prophylaxis of HIV (PrEP) to prevent HIV transmission; for people living with HIV, taking ART to reduce viral load to undetectable levels, meaning they can’t transmit HIV to their sexual partners; for adolescent boys and men in high HIV burden settings, voluntary medical male circumcision reduces the risk of heterosexually acquired HIV; diagnosing and treating other STIs; and being aware of one’s status and for people with HIV stay on ART to prevent transmission to their partner/s.
Globally, HIV is mainly transmitted through unprotected vaginal and anal sex. Several methods can be used to prevent this from happening. It is recommended that a combination of effective prevention interventions be used, including:",https://www.who.int/news-room/questions-and-answers/item/HIV-AIDS
HIV and AIDS,What is the relationship between HIV and other STIs?,"HIV infection is more likely to occur if a person has another sexually transmitted infection (STI) and vice-versa. The probability of infection by HIV or other sexually transmitted pathogens significantly increases when people engage in risky sexual behaviours (e.g. no condom use, unprotected sex with multiple partners; sex under the influence of drugs and alcohol). Additionally, sores and inflammations from some STIs facilitate HIV infection. Evidence indicates that genital herpes (HSV-2) almost triples the risk of acquiring HIV in both men and women. Also, women living with HIV are at high risk of human papillomavirus (HPV) infection and are 6 times more likely to develop cervical cancer, among several other examples.
HIV infection is more likely to occur if a person has another sexually transmitted infection (STI) and vice-versa. The probability of infection by HIV or other sexually transmitted pathogens significantly increases when people engage in risky sexual behaviours (e.g. no condom use, unprotected sex with multiple partners; sex under the influence of drugs and alcohol). Additionally, sores and inflammations from some STIs facilitate HIV infection. Evidence indicates that genital herpes (HSV-2) almost triples the risk of acquiring HIV in both men and women. Also, women living with HIV are at high risk of human papillomavirus (HPV) infection and are 6 times more likely to develop cervical cancer, among several other examples.",https://www.who.int/news-room/questions-and-answers/item/HIV-AIDS
HIV and AIDS,How can transmission through the sharing of needle/syringes be prevented?,"Harm reduction interventions aim to reduce the harms associated with injecting drug use , including HIV and viral hepatitis without necessarily stopping drug use. The provision of sterile needle/syringes and other injecting equipment through needle/syringe programmes helps people who inject drugs to use a sterile needle/syringe at each injection, reducing their risk of HIV. Opioid substitution therapy (OST) is an evidence-based treatment for opioid dependence which reduces HIV risk and has other health benefits.
Harm reduction interventions aim to reduce the harms associated with injecting drug use , including HIV and viral hepatitis without necessarily stopping drug use. The provision of sterile needle/syringes and other injecting equipment through needle/syringe programmes helps people who inject drugs to use a sterile needle/syringe at each injection, reducing their risk of HIV. Opioid substitution therapy (OST) is an evidence-based treatment for opioid dependence which reduces HIV risk and has other health benefits.",https://www.who.int/news-room/questions-and-answers/item/HIV-AIDS
HIV and AIDS,How can vertical transmission of HIV be prevented?,"HIV can be transmitted from a mother to her child during pregnancy, labour, delivery or breastfeeding. But such vertical transmission can be prevented with effective interventions, including the use of ART by the mother and a short course of antiretroviral drugs for the baby. Other effective interventions include measures to prevent HIV acquisition in pregnant woman, prevent unintended pregnancies in women with HIV and appropriate breastfeeding practices. HIV testing services should be integrated into maternal and child health services, so that they women at risk can readily access testing. Pregnant women and mothers diagnosed with HIV should receive ART as soon as possible, so that their children are born free from HIV.
HIV can be transmitted from a mother to her child during pregnancy, labour, delivery or breastfeeding. But such vertical transmission can be prevented with effective interventions, including the use of ART by the mother and a short course of antiretroviral drugs for the baby. Other effective interventions include measures to prevent HIV acquisition in pregnant woman, prevent unintended pregnancies in women with HIV and appropriate breastfeeding practices. HIV testing services should be integrated into maternal and child health services, so that they women at risk can readily access testing. Pregnant women and mothers diagnosed with HIV should receive ART as soon as possible, so that their children are born free from HIV.",https://www.who.int/news-room/questions-and-answers/item/HIV-AIDS
HIV and AIDS,What is PrEP?,"Pre-exposure prophylaxis , or PrEP, is a course of antiretroviral drugs that HIV-negative people can take to prevent HIV acquisition. When taken as recommended, it can practically eliminate the chance of acquiring HIV. PrEP is recommended for populations who are at higher risk of HIV. These groups may include men who have sex with men, sex workers, people who use drugs, and young women in southern Africa. Long acting PrEP products have also been shown to be effective in preventing HIV acquisition. A monthly vaginal ring for women and an intramuscular injection given every 8 weeks for men, women and transgender diverse populations are both effective. Although currently not widely available there are currently global efforts to increase access.
Pre-exposure prophylaxis , or PrEP, is a course of antiretroviral drugs that HIV-negative people can take to prevent HIV acquisition. When taken as recommended, it can practically eliminate the chance of acquiring HIV. PrEP is recommended for populations who are at higher risk of HIV. These groups may include men who have sex with men, sex workers, people who use drugs, and young women in southern Africa.
Long acting PrEP products have also been shown to be effective in preventing HIV acquisition. A monthly vaginal ring for women and an intramuscular injection given every 8 weeks for men, women and transgender diverse populations are both effective. Although currently not widely available there are currently global efforts to increase access.",https://www.who.int/news-room/questions-and-answers/item/HIV-AIDS
HIV and AIDS,How does male circumcision prevent HIV transmission?,"Male circumcision reduces the risk of sexual transmission from a woman to a man by around 60%. A one-time intervention, medical male circumcision provides life-long partial protection against HIV, as well as other sexually transmitted infections. It should always be considered as part of a comprehensive HIV prevention package, and should not replace other known methods of prevention, such as female and male condoms. The minimum package of services should include:  safer sex education, promotion of condoms, management of STIs, HIV testing, linkage to treatment for men and adolescents 15 years and older in high HIV burden settings.
Male circumcision reduces the risk of sexual transmission from a woman to a man by around 60%. A one-time intervention, medical male circumcision provides life-long partial protection against HIV, as well as other sexually transmitted infections. It should always be considered as part of a comprehensive HIV prevention package, and should not replace other known methods of prevention, such as female and male condoms. The minimum package of services should include:  safer sex education, promotion of condoms, management of STIs, HIV testing, linkage to treatment for men and adolescents 15 years and older in high HIV burden settings.",https://www.who.int/news-room/questions-and-answers/item/HIV-AIDS
HIV and AIDS,How effective are condoms in preventing HIV?,"When used correctly and consistently every time a person has sex, condoms are among the most effective means of preventing HIV infection in women and men.
When used correctly and consistently every time a person has sex, condoms are among the most effective means of preventing HIV infection in women and men.
When used correctly and consistently every time a person has sex, condoms are among the most effective means of preventing HIV infection in women and men.",https://www.who.int/news-room/questions-and-answers/item/HIV-AIDS
HIV and AIDS,Is there a cure for HIV?,"No, there is currently no cure for HIV. Science is moving at a fast pace, and there have been 3 people who have achieved a ‘functional cure’ by undergoing a bone marrow transplant for cancer with re-infusion of new CD4 T cells that are unable to be infected with HIV. However, neither a cure nor a vaccine is available to treat and protect all people currently living with or at risk of HIV. But with good and continued adherence to ART, HIV infection can be contained and managed as a chronic health condition. In all parts of the world, people living with HIV are now surviving and thriving into old age.
No, there is currently no cure for HIV. Science is moving at a fast pace, and there have been 3 people who have achieved a ‘functional cure’ by undergoing a bone marrow transplant for cancer with re-infusion of new CD4 T cells that are unable to be infected with HIV. However, neither a cure nor a vaccine is available to treat and protect all people currently living with or at risk of HIV. But with good and continued adherence to ART, HIV infection can be contained and managed as a chronic health condition. In all parts of the world, people living with HIV are now surviving and thriving into old age.",https://www.who.int/news-room/questions-and-answers/item/HIV-AIDS
HIV and AIDS,What other kinds of care do people living with HIV need?,"While ART helps the immune system stay strong, people living with HIV can benefit from counselling and psychosocial support to ensure that they are truly “living well” with HIV. HIV is manageable, but it is a life-long chronic illness, and people may need support with their mental health and with lifestyle changes to support good health through life. Access to good nutrition, safe water and basic hygiene can also help people living with HIV to maintain a good quality of life. As with the general community, people living with HIV may experience a broad range of other health conditions that may need treatment and care. A people-centred approach to health care, particularly through primary health services, aims to deliver comprehensive health services to people living with HIV, in which all their health issues are addressed.
While ART helps the immune system stay strong, people living with HIV can benefit from counselling and psychosocial support to ensure that they are truly “living well” with HIV. HIV is manageable, but it is a life-long chronic illness, and people may need support with their mental health and with lifestyle changes to support good health through life. Access to good nutrition, safe water and basic hygiene can also help people living with HIV to maintain a good quality of life. As with the general community, people living with HIV may experience a broad range of other health conditions that may need treatment and care. A people-centred approach to health care, particularly through primary health services, aims to deliver comprehensive health services to people living with HIV, in which all their health issues are addressed.",https://www.who.int/news-room/questions-and-answers/item/HIV-AIDS
HIV and AIDS,What is the intersection between HIV and monkeypox  ?,"People living with HIV may be at risk of developing monkeypox (mpox) because of weak immune systems. There is some evidence that being immunocompromised may increase your risk of becoming infected if you are exposed, and of having serious illness or dying from mpox. However, more data is needed to understand this fully. Many people with mpox in the current outbreak are also living with HIV, but there have been relatively few severe cases of mpox, likely because in most cases their HIV infection was well-controlled. Since the beginning of the outbreak, a high prevalence of HIV infection (52%; 14 573/28 006) has been reported among cases with known HIV status. Monkeypox and HIV share common behavioural risk factors such as transmission through sexual contact. Consideration should be given to testing any person with monkeypox infection for HIV infection if their status is not already known. People with multiple sexual partners, including people who are living with HIV, are encouraged to take steps to reduce their risk of being exposed to mpox by avoiding close contact with anyone who has symptoms and by avoiding high-risk situations where multiple contacts may occur even with persons who may not realize they have mpox. Reducing the number of sexual partners may reduce your risk.
People living with HIV may be at risk of developing monkeypox (mpox) because of weak immune systems. There is some evidence that being immunocompromised may increase your risk of becoming infected if you are exposed, and of having serious illness or dying from mpox. However, more data is needed to understand this fully.
Many people with mpox in the current outbreak are also living with HIV, but there have been relatively few severe cases of mpox, likely because in most cases their HIV infection was well-controlled. Since the beginning of the outbreak, a high prevalence of HIV infection (52%; 14 573/28 006) has been reported among cases with known HIV status. Monkeypox and HIV share common behavioural risk factors such as transmission through sexual contact. Consideration should be given to testing any person with monkeypox infection for HIV infection if their status is not already known.
People with multiple sexual partners, including people who are living with HIV, are encouraged to take steps to reduce their risk of being exposed to mpox by avoiding close contact with anyone who has symptoms and by avoiding high-risk situations where multiple contacts may occur even with persons who may not realize they have mpox. Reducing the number of sexual partners may reduce your risk.",https://www.who.int/news-room/questions-and-answers/item/HIV-AIDS
Healthy diet,What is a healthy diet for breastfeed babies and young children?,"From birth to 6 months of age, feed babies exclusively with breast milk (i.e. give them no other food or drink) and feed them on demand (i.e. as often as they want, day and night). At 6 months of age, introduce a variety of safe and nutritious foods to complement breastfeeding, and continue to breastfeed until babies are 2 years of age or beyond. Do not add salt or sugars to foods for babies and young children.
From birth to 6 months of age, feed babies exclusively with breast milk (i.e. give them no other food or drink) and feed them on demand (i.e. as often as they want, day and night).
At 6 months of age, introduce a variety of safe and nutritious foods to complement breastfeeding, and continue to breastfeed until babies are 2 years of age or beyond.
Do not add salt or sugars to foods for babies and young children.",https://www.who.int/news-room/questions-and-answers/item/healthy-diet-keys-to-eating-well
Healthy diet,Why should babies be breastfed exclusively?,"On its own, breast milk provides all the nutrients and fluids that babies need for their first 6 months of healthy growth and development. Exclusively breastfed babies have better resistance against common childhood illnesses such as diarrhoea, respiratory infections and ear infections. In later life, those who were breastfed as infants are less likely to become overweight or obese, or to suffer from noncommunicable diseases, such as diabetes, heart disease and stroke.
On its own, breast milk provides all the nutrients and fluids that babies need for their first 6 months of healthy growth and development. Exclusively breastfed babies have better resistance against common childhood illnesses such as diarrhoea, respiratory infections and ear infections. In later life, those who were breastfed as infants are less likely to become overweight or obese, or to suffer from noncommunicable diseases, such as diabetes, heart disease and stroke.",https://www.who.int/news-room/questions-and-answers/item/healthy-diet-keys-to-eating-well
Healthy diet,Why is it important to eat a variety of foods?,"Eating a variety of whole (i.e. unprocessed) and fresh foods every day helps children and adults to obtain the right amounts of essential nutrients. It also helps them to avoid a diet that is high in sugars, fats and salt, which can lead to unhealthy weight gain (i.e. overweight and obesity) and noncommunicable diseases. Eating a healthy, balanced diet is especially important for young children's development. It also helps older people to have healthier and more active lives. WHO recommends that people eat a combination of different foods, including staple foods (e.g. cereals such as wheat, barley, rye, maize or rice, or starchy tubers or roots such as potato, yam, taro or cassava), legumes (e.g. lentils, beans), vegetables, fruit and foods from animals sources (e.g. meat, fish, eggs and milk).
Eating a variety of whole (i.e. unprocessed) and fresh foods every day helps children and adults to obtain the right amounts of essential nutrients. It also helps them to avoid a diet that is high in sugars, fats and salt, which can lead to unhealthy weight gain (i.e. overweight and obesity) and noncommunicable diseases. Eating a healthy, balanced diet is especially important for young children's development. It also helps older people to have healthier and more active lives.
WHO recommends that people eat a combination of different foods, including staple foods (e.g. cereals such as wheat, barley, rye, maize or rice, or starchy tubers or roots such as potato, yam, taro or cassava), legumes (e.g. lentils, beans), vegetables, fruit and foods from animals sources (e.g. meat, fish, eggs and milk).",https://www.who.int/news-room/questions-and-answers/item/healthy-diet-keys-to-eating-well
Healthy diet,What are the benefits of eating plenty of vegetables and fruit?,"WHO recommends that people eat a wide variety of vegetables and fruit. For snacks, choose raw vegetables and fresh fruit, rather than foods that are high in sugars, fats or salt. Avoid overcooking vegetables and fruit as this can lead to the loss of important vitamins. When using canned or dried vegetables and fruit, choose varieties without added salt and sugars Vegetables and fruit are important sources of vitamins, minerals, dietary fibre, plant protein and antioxidants. People whose diets are rich in vegetables and fruit have a significantly lower risk of obesity, heart disease, stroke, diabetes and certain types of cancer.
WHO recommends that people eat a wide variety of vegetables and fruit. For snacks, choose raw vegetables and fresh fruit, rather than foods that are high in sugars, fats or salt.
Avoid overcooking vegetables and fruit as this can lead to the loss of important vitamins. When using canned or dried vegetables and fruit, choose varieties without added salt and sugars
Vegetables and fruit are important sources of vitamins, minerals, dietary fibre, plant protein and antioxidants. People whose diets are rich in vegetables and fruit have a significantly lower risk of obesity, heart disease, stroke, diabetes and certain types of cancer.",https://www.who.int/news-room/questions-and-answers/item/healthy-diet-keys-to-eating-well
Healthy diet,Is it healthy to eat moderate amounts of fats and oils?,"Moderate amounts of fats and oils are part of a healthy diet. Fats and oils are concentrated sources of energy, and eating too much fat, particularly the wrong kinds of fat, can be harmful to health. For example, people who eat too much saturated fat and trans-fat are at higher risk of heart disease and stroke. Trans-fat may occur naturally in certain meat and milk products, but the industrially produced trans-fat (e.g. partially hydrogenated oils) present in various processed foods is the main source. Use unsaturated vegetable oils (e.g. olive, soy, sunflower or corn oil) rather than animals fats or oils high in saturated fats (e.g. butter, ghee, lard, coconut and palm oil). When possible, choose white meat (e.g. poultry) and fish, which are generally low in fats, rather than red meat. Eat only limited amounts of processed meats because these are high in fat and salt. Try also to opt for low-fat or reduced fat versions of milk and dairy products. Avoid processed, baked and fried foods that contain industrially produced trans-fat.
Moderate amounts of fats and oils are part of a healthy diet. Fats and oils are concentrated sources of energy, and eating too much fat, particularly the wrong kinds of fat, can be harmful to health. For example, people who eat too much saturated fat and trans-fat are at higher risk of heart disease and stroke. Trans-fat may occur naturally in certain meat and milk products, but the industrially produced trans-fat (e.g. partially hydrogenated oils) present in various processed foods is the main source.
Use unsaturated vegetable oils (e.g. olive, soy, sunflower or corn oil) rather than animals fats or oils high in saturated fats (e.g. butter, ghee, lard, coconut and palm oil).
When possible, choose white meat (e.g. poultry) and fish, which are generally low in fats, rather than red meat. Eat only limited amounts of processed meats because these are high in fat and salt. Try also to opt for low-fat or reduced fat versions of milk and dairy products. Avoid processed, baked and fried foods that contain industrially produced trans-fat.",https://www.who.int/news-room/questions-and-answers/item/healthy-diet-keys-to-eating-well
Healthy diet,How can I reduce my intake of salt and sugar?,"People whose diets are high in sodium (including salt) have a greater risk of high blood pressure, which can increase their risk of heart disease and stroke. Similarly, those whose diets are high in sugars have a greater risk of becoming overweight or obese, and an increased risk of tooth decay. People who reduce the amount of sugars in their diet may also reduce their risk of noncommunicable diseases such as heart disease and stroke. When cooking and preparing foods, limit the amount of salt and high-sodium condiments (e.g. soy sauce and fish sauce). Also, try to avoid foods like snacks that are high in salt and sugars. Limit intake of soft drinks or soda and other drinks that are high in sugars (e.g. fruit juices, cordials and syrups, flavoured milks and yogourt drinks), and choose fresh fruits instead of sweet snacks such as cookies, cakes and chocolate.
People whose diets are high in sodium (including salt) have a greater risk of high blood pressure, which can increase their risk of heart disease and stroke. Similarly, those whose diets are high in sugars have a greater risk of becoming overweight or obese, and an increased risk of tooth decay. People who reduce the amount of sugars in their diet may also reduce their risk of noncommunicable diseases such as heart disease and stroke. When cooking and preparing foods, limit the amount of salt and high-sodium condiments (e.g. soy sauce and fish sauce). Also, try to avoid foods like snacks that are high in salt and sugars. Limit intake of soft drinks or soda and other drinks that are high in sugars (e.g. fruit juices, cordials and syrups, flavoured milks and yogourt drinks), and choose fresh fruits instead of sweet snacks such as cookies, cakes and chocolate.
People whose diets are high in sodium (including salt) have a greater risk of high blood pressure, which can increase their risk of heart disease and stroke. Similarly, those whose diets are high in sugars have a greater risk of becoming overweight or obese, and an increased risk of tooth decay. People who reduce the amount of sugars in their diet may also reduce their risk of noncommunicable diseases such as heart disease and stroke.
When cooking and preparing foods, limit the amount of salt and high-sodium condiments (e.g. soy sauce and fish sauce). Also, try to avoid foods like snacks that are high in salt and sugars. Limit intake of soft drinks or soda and other drinks that are high in sugars (e.g. fruit juices, cordials and syrups, flavoured milks and yogourt drinks), and choose fresh fruits instead of sweet snacks such as cookies, cakes and chocolate.",https://www.who.int/news-room/questions-and-answers/item/healthy-diet-keys-to-eating-well
Hepatitis B,What is hepatitis?,"Hepatitis is an inflammation of the liver. The condition can be self-limiting or can progress to fibrosis (scarring), cirrhosis or liver cancer. Hepatitis viruses are the most common cause of hepatitis in the world but other infections, toxic substances (e.g. alcohol, certain drugs), and autoimmune diseases can also cause hepatitis. There are 5 main hepatitis viruses, referred to as types A, B, C, D and E. These 5 types are of greatest concern because of the burden of illness and death they cause and the potential for outbreaks and epidemic spread. In particular, types B and C lead to chronic disease in hundreds of millions of people and, together, are the most common cause of liver cirrhosis and cancer. Hepatitis A and E are typically caused by ingestion of contaminated food or water. Hepatitis B, C and D usually occur as a result of parenteral contact with infected body fluids. Common modes of transmission for these viruses include receipt of contaminated blood or blood products, invasive medical procedures using contaminated equipment and for hepatitis B transmission from mother to baby at birth, from family member to child, and also by sexual contact. Acute infection may occur with limited or no symptoms, or may include symptoms such as jaundice (yellowing of the skin and eyes), dark urine, extreme fatigue, nausea, vomiting and abdominal pain.
Hepatitis is an inflammation of the liver. The condition can be self-limiting or can progress to fibrosis (scarring), cirrhosis or liver cancer. Hepatitis viruses are the most common cause of hepatitis in the world but other infections, toxic substances (e.g. alcohol, certain drugs), and autoimmune diseases can also cause hepatitis.
There are 5 main hepatitis viruses, referred to as types A, B, C, D and E. These 5 types are of greatest concern because of the burden of illness and death they cause and the potential for outbreaks and epidemic spread. In particular, types B and C lead to chronic disease in hundreds of millions of people and, together, are the most common cause of liver cirrhosis and cancer.
Hepatitis A and E are typically caused by ingestion of contaminated food or water. Hepatitis B, C and D usually occur as a result of parenteral contact with infected body fluids. Common modes of transmission for these viruses include receipt of contaminated blood or blood products, invasive medical procedures using contaminated equipment and for hepatitis B transmission from mother to baby at birth, from family member to child, and also by sexual contact.
Acute infection may occur with limited or no symptoms, or may include symptoms such as jaundice (yellowing of the skin and eyes), dark urine, extreme fatigue, nausea, vomiting and abdominal pain.",https://www.who.int/news-room/questions-and-answers/item/hepatitis
Hepatitis B,What are the different hepatitis viruses?,"Scientists have identified 5 unique hepatitis viruses, identified by the letters A, B, C, D, and E. While all cause liver disease, they vary in important ways. Hepatitis A virus (HAV) is present in the faeces of infected persons and is most often transmitted through consumption of contaminated water or food. Certain sex practices can also spread HAV. Infections are in many cases mild, with most people making a full recovery and remaining immune from further HAV infections. However, HAV infections can also be severe and life threatening. Most people in areas of the world with poor sanitation have been infected with this virus. Safe and effective vaccines are available to prevent HAV. Hepatitis B virus (HBV) is transmitted through exposure to infective blood, semen, and other body fluids. HBV can be transmitted from infected mothers to infants at the time of birth or from family member to infant in early childhood. Transmission may also occur through transfusions of HBV-contaminated blood and blood products, contaminated injections during medical procedures, and through injection drug use. HBV also poses a risk to healthcare workers who sustain accidental needle stick injuries while caring for infected-HBV patients. Safe and effective vaccines are available to prevent HBV. Hepatitis C virus (HCV) is mostly transmitted through exposure to infective blood. This may happen through transfusions of HCV-contaminated blood and blood products, contaminated injections during medical procedures, and through injection drug use. Sexual transmission is also possible, but is much less common. There is no vaccine for HCV. Hepatitis D virus (HDV) infections occur only in those who are infected with HBV. The dual infection of HDV and HBV can result in a more serious disease and worse outcome. Hepatitis B vaccines provide protection from HDV infection. Hepatitis E virus (HEV) is mostly transmitted through consumption of contaminated water or food. HEV is a common cause of hepatitis outbreaks in developing parts of the world and is increasingly recognized as an important cause of disease in developed countries. Safe and effective vaccines to prevent HEV infection have been developed but are not widely available.
Scientists have identified 5 unique hepatitis viruses, identified by the letters A, B, C, D, and E. While all cause liver disease, they vary in important ways.
Hepatitis A virus (HAV) is present in the faeces of infected persons and is most often transmitted through consumption of contaminated water or food. Certain sex practices can also spread HAV. Infections are in many cases mild, with most people making a full recovery and remaining immune from further HAV infections. However, HAV infections can also be severe and life threatening. Most people in areas of the world with poor sanitation have been infected with this virus. Safe and effective vaccines are available to prevent HAV.
Hepatitis B virus (HBV) is transmitted through exposure to infective blood, semen, and other body fluids. HBV can be transmitted from infected mothers to infants at the time of birth or from family member to infant in early childhood. Transmission may also occur through transfusions of HBV-contaminated blood and blood products, contaminated injections during medical procedures, and through injection drug use. HBV also poses a risk to healthcare workers who sustain accidental needle stick injuries while caring for infected-HBV patients. Safe and effective vaccines are available to prevent HBV.
Hepatitis C virus (HCV) is mostly transmitted through exposure to infective blood. This may happen through transfusions of HCV-contaminated blood and blood products, contaminated injections during medical procedures, and through injection drug use. Sexual transmission is also possible, but is much less common. There is no vaccine for HCV.
Hepatitis D virus (HDV) infections occur only in those who are infected with HBV. The dual infection of HDV and HBV can result in a more serious disease and worse outcome. Hepatitis B vaccines provide protection from HDV infection.
Hepatitis E virus (HEV) is mostly transmitted through consumption of contaminated water or food. HEV is a common cause of hepatitis outbreaks in developing parts of the world and is increasingly recognized as an important cause of disease in developed countries. Safe and effective vaccines to prevent HEV infection have been developed but are not widely available.",https://www.who.int/news-room/questions-and-answers/item/hepatitis
Leishmaniasis,What is leishmaniasis?,"Leishmaniasis is a disease caused by any species of Leishmania parasite. It is transmitted by the bite of an infected female sandfly. In most cases, a person who is infected by the parasite has neither symptoms nor signs of infection and is not considered to have leishmaniasis. Although there are some 20 different parasites that cause the disease, there are only three different types of leishmaniasis. The most common type (CL) causes skin lesions, mainly nodules or painless ulcers. The second type (VL, also known as kala-azar) is a life-threatening disease that causes anaemia (deficiency in the number or quality of red blood cells), fever, enlarged liver, enlarged spleen and significant weight loss. VL is invariably fatal if left untreated. The third type (MCL, or mucosal leishmaniasis alone) destroys the mucous membranes of the nose, mouth and throat cavities and surrounding tissues.
Leishmaniasis is a disease caused by any species of Leishmania parasite. It is transmitted by the bite of an infected female sandfly. In most cases, a person who is infected by the parasite has neither symptoms nor signs of infection and is not considered to have leishmaniasis. Although there are some 20 different parasites that cause the disease, there are only three different types of leishmaniasis.
The most common type (CL) causes skin lesions, mainly nodules or painless ulcers. The second type (VL, also known as kala-azar) is a life-threatening disease that causes anaemia (deficiency in the number or quality of red blood cells), fever, enlarged liver, enlarged spleen and significant weight loss. VL is invariably fatal if left untreated. The third type (MCL, or mucosal leishmaniasis alone) destroys the mucous membranes of the nose, mouth and throat cavities and surrounding tissues.",https://www.who.int/news-room/questions-and-answers/item/leishmaniasis
Leishmaniasis,How are Leishmania parasites transmitted?,"Leishmania parasites are transmitted by the bite of a tiny –2–3 mm long – female insect vector, the phlebotomine sandfly. There are some 800 known phlebotomine species, but only about 30 have been found to transmit Leishmania parasites. Only female sandflies can transmit the parasites; they need blood for their eggs to develop and become infected with Leishmania when they suck blood from an infected person or animal. Over a period of 4–25 days, the parasites develop in the sandfly. When the infectious female sandfly then feeds on a fresh source of blood, it inoculates the person or animal with the parasite, and the transmission cycle is completed. Phlebotomine sandflies are found throughout the intertropical and temperate regions of the world . The female sandfly lays its eggs in the burrows of certain rodents, the bark of old trees, ruins, cracks in the walls of houses, animal shelters and household rubbish, where the larvae can find the organic matter, heat and humidity they need to develop. In its search for blood (usually in the evening and at night), the female sandfly can cover a distance of up to several hundred metres around its habitat.
Leishmania parasites are transmitted by the bite of a tiny –2–3 mm long – female insect vector, the phlebotomine sandfly. There are some 800 known phlebotomine species, but only about 30 have been found to transmit Leishmania parasites. Only female sandflies can transmit the parasites; they need blood for their eggs to develop and become infected with Leishmania when they suck blood from an infected person or animal. Over a period of 4–25 days, the parasites develop in the sandfly. When the infectious female sandfly then feeds on a fresh source of blood, it inoculates the person or animal with the parasite, and the transmission cycle is completed.
Phlebotomine sandflies are found throughout the intertropical and temperate regions of the world . The female sandfly lays its eggs in the burrows of certain rodents, the bark of old trees, ruins, cracks in the walls of houses, animal shelters and household rubbish, where the larvae can find the organic matter, heat and humidity they need to develop. In its search for blood (usually in the evening and at night), the female sandfly can cover a distance of up to several hundred metres around its habitat.",https://www.who.int/news-room/questions-and-answers/item/leishmaniasis
